Joshua Project People Group Data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ROG3;Ctry;PeopleID3;ROP3;PeopNameAcrossCountries;PeopNameInCountry;Population;JPScale;LeastReached;Frontier;ROL3;PrimaryLanguageName;BibleStatus;RLG3;PrimaryReligion;PercentAdherents;PctChristianRange;PercentEvangelical;PctEvangelicalRange;ROP1;PeopleID1;AffinityBloc;PeopleID2;ROP2;PeopleCluster;RegionCode;RegionName;ROG2;Continent;10_40Window;CountOfCountries;IndigenousCode;WorkersNeeded;Latitude;Longitude
CM;Cameroon;15424;110877;Wushi, Babessi;Wushi, Babessi ;39000;3;N;N;bse;Wushi;2;1;Christianity;70;50-100%;1.5;0.1-2%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.0775;10.60365
CM;Cameroon;15428;110883;Wuzlam;Wuzlam, Uzam;35000;4;N;N;udl;Wuzlam;4;6;Islam;20;10-50%;4;2-5%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;10.94444;14.13685
CM;Cameroon;13636;106486;Yamba;Yamba;152000;5;N;N;yam;Yamba;4;1;Christianity;75;50-100%;18;10-50%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;2;Y;;6.44951;11.04661
CM;Cameroon;15971;110955;Yambasa;Yambasa, Nu Gunu;101000;4;N;N;yas;Nugunu (Cameroon);4;1;Christianity;74;50-100%;5;2-5%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.67962;11.22072
CM;Cameroon;15973;110957;Yambetta;Yambetta, Nedek;12000;4;N;N;yat;Yambeta;4;1;Christianity;70;50-100%;3;2-5%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.83789;10.93035
CM;Cameroon;15979;110969;Yangben;Yangben;7500;4;N;N;yav;Yangben;4;1;Christianity;69;50-100%;3;2-5%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.41326;11.02796
CM;Cameroon;15998;110993;Yasa;Yasa;5500;4;N;N;yko;Iyasa;3;1;Christianity;74;50-100%;6;5-10%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;3;Y;;2.45171;9.89801
CM;Cameroon;18991;115388;Zhoa;Zhoa;4200;4;N;N;zhw;Zhoa;1;4;Ethnic Religions;25;10-50%;5;2-5%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.535;10.16403
CM;Cameroon;16111;111192;Zulgo-Gemzek;Zulgo-Gemzek;61000;4;N;N;gnd;Zulgo-Gemzek;4;4;Ethnic Religions;10;5-10%;3;2-5%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;10.82826;14.05261
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bible Translation status:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;Unspecified;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Translation Needed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Translation Started;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Portions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;New Testament;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Complete Bible;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joshua Project welcomes corrections / updates to this data.  Please send feedback to:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Email:;info@joshuaproject.net;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Web:;www.joshuaproject.net;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
