PeopNameInCountry;Ctry;ISO2;Population;Latitude;Longitude;PrimaryLanguageName;PrimaryReligion;Region;PercentChristianity;JPScale
Nyanga;Congo, Democratic Republic of the;CG;403000;-1.4023;28.2357;Nyanga;Christianity;Middle Africa;10;
Tula;Nigeria;NI;64000;9.84629;11.52551;Tula;Ethnoreligion;Western Africa;75;
Lungu;Nigeria;NI;107000;9.12585;7.77525;Duya;Ethnoreligion;Western Africa;75;
Chamba Leko;Nigeria;NI;117000;7.87379;10.95727;Samba Leko;Ethnoreligion;Western Africa;75;
Chamba Daka;Nigeria;NI;184000;8.4164;12.0802;Samba Daka;Islam;Western Africa;75;
Waja;Nigeria;NI;160000;9.91175;11.72062;Waja;Ethnoreligion;Western Africa;75;
Sanga;Nigeria;NI;40500;10.4213;8.8464;Sanga (Nigeria);Ethnoreligion;Western Africa;75;
Esuma;Cote d’Ivoire;IV;400;5.1376;-3.2962;Anyin;Christianity;Western Africa;75;
Kpessi;Togo;TO;7100;7.9872;1.1873;Kpessi;Ethnoreligion;Western Africa;75;
Ica;Benin;BN;138000;8.4134;1.8863;Ede Ica;Ethnoreligion;Western Africa;10;
Ije;Benin;BN;196000;7.09729;2.64262;Ede Ije;Christianity;Western Africa;10;
Eotile;Cote d’Ivoire;IV;8400;5.2876;-3.3047;Anyin;Christianity;Western Africa;75;
Mokole;Benin;BN;197000;11.2256;3.0672;Mokole;Islam;Western Africa;10;
Lama;Togo;TO;302000;6.1905;1.1789;Lama;Ethnoreligion;Western Africa;10;
Dyan;Burkina Faso;UV;36000;10.9239;-3.3293;Dyan;Ethnoreligion;Western Africa;10;
Puguli;Burkina Faso;UV;29500;11.02348;-3.47165;Phuie;Ethnoreligion;Western Africa;10;
Mina;Togo;TO;531000;6.26618;1.63969;Gen;Christianity;Western Africa;75;
Northern Nuna;Burkina Faso;UV;115000;12.13097;-2.98206;Nuni, Northern;Ethnoreligion;Western Africa;75;
Ana;Togo;TO;199000;7.5368;1.1307;Ifè;Ethnoreligion;Western Africa;75;
Kalenga;Burkina Faso;UV;29500;13.61057;-3.10033;Kalamsé;Ethnoreligion;Western Africa;10;
Kuba;Congo;CF;62000;-1.27931;16.47017;Likuba;Christianity;Middle Africa;10;
Bembe;Congo;CF;66000;-3.95895;14.10001;Beembe;Ethnoreligion;Middle Africa;10;
Luano;Zambia;ZA;15000;-14.6617;29.7548;Lala-Bisa;Ethnoreligion;Eastern Africa;10;
Luna;Congo, Democratic Republic of the;CG;166000;-4.9924;23.4295;Luna;Ethnoreligion;Middle Africa;10;
Northeast Teke;Congo;CF;147000;-1.82055;15.62182;Ngungwel;Christianity;Middle Africa;10;
Ambo;Zambia;ZA;5300;-14.3172;31.9379;Lala-Bisa;Ethnoreligion;Eastern Africa;10;
Kele;Congo, Democratic Republic of the;CG;646000;0.9144;24.1659;Kele (Democratic Republic of the Congo);Christianity;Middle Africa;10;
Zimba;Congo, Democratic Republic of the;CG;261000;-4.013;26.6083;Zimba;Christianity;Middle Africa;75;
Sanga;Congo, Democratic Republic of the;CG;1255000;-10.3973;26.9681;Sanga (Democratic Republic of the Congo);Christianity;Middle Africa;10;
Tembo-Kitembo;Congo, Democratic Republic of the;CG;344000;-1.7875;28.8832;Tembo (DRC, Sud-Kivu and Nord-Kivu provinces);Christianity;Middle Africa;10;
Zoba - Joba;Congo, Democratic Republic of the;CG;30500;-3.2854;29.0813;Kiviila;Christianity;Middle Africa;10;
Nyiha;Malawi;MI;15000;-9.571714;33.0812;Nyiha, Malawi;Ethnoreligion;Eastern Africa;75;
Monokutuba;Congo;CF;2560000;-4.15654;14.56481;Kituba (Congo);Christianity;Middle Africa;10;
Tonga;Malawi;MI;565000;-12.213205;34.011074;Tonga (Malawi);Ethnoreligion;Eastern Africa;75;
Kokola;Malawi;MI;398000;-16.05549;35.47619;Kokola;Ethnoreligion;Eastern Africa;10;
Nambya;Zimbabwe;ZI;116000;-18.3571;26.4996;Nambya;Ethnoreligion;Eastern Africa;75;
Ndogo;South Sudan;OD;23500;7.75415;27.6785;Ndogo;Christianity;Northern Africa;10;
Yakoma;Central African Republic;CT;190000;4.26593;22.00041;Yakoma;Christianity;Middle Africa;10;
Dai;Chad;CD;159000;8.52612;17.51464;Day;Ethnoreligion;Middle Africa;75;
Pero;Nigeria;NI;57000;9.574;11.08645;Pero;Christianity;Western Africa;75;
Tera;Nigeria;NI;196000;10.27713;11.28901;Tera;Ethnoreligion;Western Africa;75;
Sukur;Nigeria;NI;32500;10.8933;13.64369;Sukur;Ethnoreligion;Western Africa;75;
El Hugeirat;Sudan;SU;3600;11.94803;28.59013;Arabic, Sudanese;Islam;Northern Africa;10;
Eliri;Sudan;SU;11000;10.27415;30.73055;Arabic, Sudanese;Islam;Northern Africa;0;
Dair;Sudan;SU;3300;12.47398;30.67816;Arabic, Sudanese;Islam;Northern Africa;0;
Nancere;Chad;CD;229000;9.31975;16.1282;Nancere;Ethnoreligion;Middle Africa;75;
Bokkos;Nigeria;NI;285000;9.2974;8.9906;Ron;Ethnoreligion;Western Africa;75;
Laamang;Nigeria;NI;85500;11.184995;13.741787;Lamang;Ethnoreligion;Western Africa;10;
Tala;Nigeria;NI;2200;10.23301;9.85457;Tala;Ethnoreligion;Western Africa;75;
Gude;Nigeria;NI;181000;10.4954;13.232;Gude;Islam;Western Africa;75;
Mangbetu;Congo, Democratic Republic of the;CG;2055000;3.139;26.8939;Mangbetu;Christianity;Middle Africa;75;
Kenga;Chad;CD;108000;11.9794;18.213;Kenga;Ethnoreligion;Middle Africa;10;
Guere;Cote d’Ivoire;IV;592000;6.5451;-7.4869;Wè Southern;Ethnoreligion;Western Africa;10;
Furu;Congo, Democratic Republic of the;CG;43000;4.7692;20.1579;Fulu;Ethnoreligion;Middle Africa;10;
Goulai;Chad;CD;521000;9.06629;17.31512;Gulay;Christianity;Middle Africa;10;
Southern Samo;Burkina Faso;UV;179000;12.763081;-2.895912;Samo, Southern;Islam;Western Africa;75;
Dagba;Central African Republic;CT;57000;7.37156;18.10334;Dagba;Ethnoreligion;Middle Africa;10;
Eastern Duun Samogho;Burkina Faso;UV;36000;11.37957;-4.92036;Dzùùngoo;Islam;Western Africa;10;
Okrika;Nigeria;NI;515000;4.7536;6.9878;Kirike;Christianity;Western Africa;75;
Kela;Congo, Democratic Republic of the;CG;981000;-2.284;23.3657;Kela;Christianity;Middle Africa;10;
Kouya;Cote d’Ivoire;IV;208000;7.27375;-6.5685;Kouya;Ethnoreligion;Western Africa;10;
Dan Yakuba;Cote d’Ivoire;IV;1930000;7.54247;-7.92123;Dan;Ethnoreligion;Western Africa;75;
Gagu;Cote d’Ivoire;IV;84000;6.40859;-5.51851;Gban;Ethnoreligion;Western Africa;75;
Lese;Congo, Democratic Republic of the;CG;143000;2.5403;29.9869;Lese;Ethnoreligion;Middle Africa;10;
Ibani;Nigeria;NI;138000;4.4275;7.1867;Ibani;Christianity;Western Africa;75;
Karang Laka;Chad;CD;186000;8.1033;15.90971;Laka;Ethnoreligion;Middle Africa;75;
Krongo;Sudan;SU;65500;10.4838;29.9498;Krongo;Islam;Northern Africa;75;
Fongoro;Sudan;SU;3200;11.5046;22.754;Fur;Islam;Northern Africa;10;
Madukayang Kalinga;Philippines;RP;4200;17.2551;121.3874;Kalinga, Majukayang;Ethnoreligion;South-Eastern Asia;75;
Central Cagayan Dumagat;Philippines;RP;1200;18.0208;121.9327;Agta, Central Cagayan;Ethnoreligion;South-Eastern Asia;75;
Gaddang;Philippines;RP;65500;16.54683;121.17735;Gaddang;Christianity;South-Eastern Asia;75;
Blit Manobo;Philippines;RP;16000;6.411184;124.33716;Manobo, Cotabato;Ethnoreligion;South-Eastern Asia;75;
Gadang;Philippines;RP;9400;17.22378;121.4552;Ga?dang (Philippines);Ethnoreligion;South-Eastern Asia;75;
Ivatan;Philippines;RP;47500;20.38479;121.97521;Ivatan;Ethnoreligion;South-Eastern Asia;75;
Lower Tanudan Kalinga;Philippines;RP;18000;17.34407;121.31148;Kalinga, Tanudan;Ethnoreligion;South-Eastern Asia;75;
Dibabawon Manobo;Philippines;RP;13500;7.85664;126.01817;Manobo, Dibabawon;Ethnoreligion;South-Eastern Asia;75;
Pyen;Myanmar;BM;700;22.045;99.554;Pyen;Christianity;South-Eastern Asia;75;
Samre;Cambodia;CB;225;13.47899;103.978;Khmer;Ethnoreligion;South-Eastern Asia;10;
Arumanen Manobo;Philippines;RP;20500;7.34448;124.76579;Manobo, Ilianen;Ethnoreligion;South-Eastern Asia;75;
Karaw;Philippines;RP;5000;16.56551;120.95636;Karao;Ethnoreligion;South-Eastern Asia;75;
Kankanaey;Philippines;RP;344000;16.8548;120.68924;Kankanaey;Ethnoreligion;South-Eastern Asia;75;
Mag-indi Sambal;Philippines;RP;7900;14.96171;120.182;Ayta, Mag-Indi;Ethnoreligion;South-Eastern Asia;75;
Kalibugan Subanon;Philippines;RP;30500;7.8175;122.6925;Subanon, Kolibugan;Islam;South-Eastern Asia;10;
Lebanese Christian Arabs;Lebanon;LE;1160000;33.886438;35.51498;Arabic, Levantine;Christianity;Western Asia;0;
Kasiguranin;Philippines;RP;15000;16.1881;122.11786;Kasiguranin;Ethnoreligion;South-Eastern Asia;10;
Mabaka Valley Kalinga;Philippines;RP;5700;17.7621;121.3466;Kalinga, Mabaka Valley;Ethnoreligion;South-Eastern Asia;75;
Surinamers;Suriname;NS;1700;5.836;-55.181;Dutch;Christianity;South America;75;
Khao;Vietnam;VM;18500;21.45432;103.46701;Khao;Ethnoreligion;South-Eastern Asia;75;
Davaweno;Philippines;RP;188000;7.22613;126.45792;Davawenyo;Christianity;South-Eastern Asia;75;
Mangas;Nigeria;NI;225;10.162;9.821;Mansi (Nigeria);Islam;Western Africa;75;
Karfa;Nigeria;NI;1900;9.214;8.706;Duhwa;Ethnoreligion;Western Africa;75;
Jara;Nigeria;NI;92500;10.137866;11.645384;Jara;Islam;Western Africa;10;
Siri;Nigeria;NI;6400;10.81337;9.75575;Siri;Ethnoreligion;Western Africa;10;
Hedi;Nigeria;NI;7700;10.94202;13.68811;Hdi;Ethnoreligion;Western Africa;75;
Jorto;Nigeria;NI;34000;9.0966;9.321;Jakattoe;Ethnoreligion;Western Africa;10;
Kholok;Nigeria;NI;7000;9.42379;11.17067;Kholok;Islam;Western Africa;75;
Psikye;Nigeria;NI;27000;10.763535;13.454703;Psikye;Ethnoreligion;Western Africa;10;
Ngoshe Sama;Nigeria;NI;47500;10.99587;13.72831;Gvoko;Ethnoreligion;Western Africa;10;
Kofyar;Nigeria;NI;215000;8.79947;9.15279;Kofyar;Ethnoreligion;Western Africa;10;
Fyer;Nigeria;NI;51500;9.4045;9.3975;Fyer;Ethnoreligion;Western Africa;75;
Kwami;Nigeria;NI;26000;10.3822;11.0974;Kwaami;Islam;Western Africa;10;
Bata;Cameroon;CM;16000;9.31161;13.06779;Bata;Islam;Middle Africa;75;
Fali of Jilbu;Cameroon;CM;5400;10.37649;13.54019;Zizilivakan;Islam;Middle Africa;75;
Peve;Cameroon;CM;12500;8.6625;14.6105;Pévé;Ethnoreligion;Middle Africa;75;
Guduf;Cameroon;CM;6400;11.0859;13.8551;Guduf-Gava;Ethnoreligion;Middle Africa;10;
Gude;Cameroon;CM;80000;10.07749;13.40018;Gude;Ethnoreligion;Middle Africa;10;
Gevoko;Cameroon;CM;2100;10.965;13.719;Gvoko;Ethnoreligion;Middle Africa;75;
Kotoko-Kuseri;Chad;CD;3800;11.95236;15.12144;Mser;Islam;Middle Africa;75;
Kaba-Lai;Chad;CD;57000;9.38373;16.2821;Kabalai;Christianity;Middle Africa;75;
Gadang;Chad;CD;6800;10.42499;16.997;Gadang (Chad);Islam;Middle Africa;10;
Kwang;Chad;CD;53500;10.11808;16.51288;Kwang;Christianity;Middle Africa;10;
Gidar;Chad;CD;37500;9.81995;14.17444;Gidar;Ethnoreligion;Middle Africa;75;
Marfa;Chad;CD;21500;13.1568;20.78818;Marfa;Islam;Middle Africa;0;
Tornasi Kelo;Sudan;SU;4900;10.555477;34.278561;Berta;Islam;Northern Africa;0;
Sinyar;Chad;CD;30000;12.012234;22.462716;Sinyar;Islam;Middle Africa;10;
Kibet;Chad;CD;87000;11.69135;20.692844;Kibet;Islam;Middle Africa;0;
Mangbetu;Uganda;UG;107000;2.60513;30.8783;Mangbetu;Ethnoreligion;Eastern Africa;10;
Yauma;Zambia;ZA;15000;-17.44979;23.2507;Yauma;Ethnoreligion;Eastern Africa;10;
Korana;South Africa;SF;18500;-30.42065;19.77108;Khoekhoe;Ethnoreligion;Southern Africa;10;
Sungor;Sudan;SU;26000;13.453089;22.444943;Assangori;Islam;Northern Africa;0;
Fongoro;Chad;CD;3300;11.31789;22.56115;Fur;Islam;Middle Africa;0;
Bakwe;Angola;AO;28000;-6.1791;14.3625;Bakwé;Ethnoreligion;Middle Africa;10;
Foma;Congo, Democratic Republic of the;CG;28000;0.88032;24.32023;Foma;Christianity;Middle Africa;10;
Jaya;Chad;CD;7000;12.3707;17.94151;Jaya;Islam;Middle Africa;10;
Rumaya;Nigeria;NI;13000;10.414;8.682;Mala (Nigeria);Christianity;Western Africa;75;
Okodia;Nigeria;NI;11500;5.29237;6.44113;Okodia;Christianity;Western Africa;75;
Oruma;Nigeria;NI;10500;4.918;6.414;Oruma;Christianity;Western Africa;75;
Defaka;Nigeria;NI;2300;4.5442;7.4612;Nkoroo;Ethnoreligion;Western Africa;75;
Okpe-idesa;Nigeria;NI;10500;7.2026;6.0054;Idesa;Ethnoreligion;Western Africa;75;
Kiballo;Nigeria;NI;1800;10.43572;8.20774;Vono;Ethnoreligion;Western Africa;75;
Kaivi;Nigeria;NI;4400;10.4209;8.6708;Kaivi;Christianity;Western Africa;75;
Jarawa;Nigeria;NI;107000;10.0169;9.5333;Bankal;Ethnoreligion;Western Africa;10;
Lombi;Congo, Democratic Republic of the;CG;33000;0.26796;27.34196;Lombi;Christianity;Middle Africa;10;
Ngam;Central African Republic;CT;33500;7.9727;18.6959;Ngam;Ethnoreligion;Middle Africa;10;
Mvuba;Congo, Democratic Republic of the;CG;10500;0.7719;29.5689;Mvuba;Ethnoreligion;Middle Africa;75;
Mangbutu;Congo, Democratic Republic of the;CG;43000;2.9468;29.6368;Mangbutu;Ethnoreligion;Middle Africa;10;
Sara Mbai;Nigeria;NI;16500;11.8267;13.1739;Mbay;Christianity;Western Africa;75;
Sara Kaba;Central African Republic;CT;26000;10.737;21.8388;Sara Kaba;Ethnoreligion;Middle Africa;10;
Kaba Dunjo;Central African Republic;CT;6200;8.99175;19.94459;Kaba Naa, Sara;Ethnoreligion;Middle Africa;75;
Kara;Central African Republic;CT;7500;9.99526;22.99468;Kara (Central African Republic);Islam;Middle Africa;10;
Laka;Central African Republic;CT;3200;7.4543;15.9712;Laka;Christianity;Middle Africa;10;
Sara Mbai;Cameroon;CM;6500;7.546307;15.446781;Mbay;Christianity;Middle Africa;75;
Masakin;Sudan;SU;123000;10.583;29.94036;Dagik;Ethnoreligion;Northern Africa;10;
Central Teke;Congo;CF;128000;-2.5457;14.7606;Teke-Nzikou;Christianity;Middle Africa;10;
Lango;South Sudan;OD;45500;4.0776;33.1024;Lango (South Sudan);Islam;Northern Africa;75;
Mbamba;Congo;CF;31000;-2.75341;13.61701;Ombamba;Christianity;Middle Africa;10;
Ngombe;Central African Republic;CT;19000;3.9049;15.2938;Ngombe (Central African Republic);Christianity;Middle Africa;75;
Lalia;Congo, Democratic Republic of the;CG;148000;-0.961;22.9738;Lalia;Christianity;Middle Africa;10;
Dongotono;South Sudan;OD;9700;4.43426;33.24287;Dongotono;Ethnoreligion;Northern Africa;10;
Kitimi;Nigeria;NI;4500;10.51129;8.10378;Tumi;Ethnoreligion;Western Africa;10;
Kirr;Nigeria;NI;6500;10.152;9.874;Kir-Balar;Islam;Western Africa;10;
Kujarge;Chad;CD;3500;11.74732;22.19559;Kujarge;Islam;Middle Africa;0;
Kanga;Sudan;SU;21000;11.0278;29.3469;Kanga;Islam;Northern Africa;0;
Tingal;Sudan;SU;8000;12.17974;31.12441;Tegali;Islam;Northern Africa;0;
Keiga Jirru;Sudan;SU;5700;11.42;29.6641;Tese;Islam;Northern Africa;10;
Yulu;Central African Republic;CT;6200;8.8914;22.8074;Yulu;Christianity;Middle Africa;10;
Nusan;South Africa;SF;500;-25.624769;20.411198;Taa;Ethnoreligion;Southern Africa;10;
Ngile;Sudan;SU;117000;10.907756;29.835037;Ngile;Islam;Northern Africa;0;
Koyo;Congo;CF;1900;-0.69688;15.75083;Koyo;Christianity;Middle Africa;10;
Mpade;Chad;CD;6200;12.735;14.6795;Mpade;Islam;Middle Africa;10;
Warnang;Sudan;SU;6200;10.59398;31.15736;Warnang;Islam;Northern Africa;0;
Tuburi;Chad;CD;290000;9.84088;14.92284;Tupuri;Ethnoreligion;Middle Africa;10;
Lomwe;Malawi;MI;4935000;-14.88695;35.729487;Lomwe;Ethnoreligion;Eastern Africa;10;
Kpala;Congo, Democratic Republic of the;CG;10500;4.51093;20.31083;Kpala;Ethnoreligion;Middle Africa;75;
South Central Teke;Congo;CF;16500;-2.4133;16.0172;Teke-Wuumu;Christianity;Middle Africa;10;
Pana;Chad;CD;2600;7.55294;15.70647;Pana (Central African Republic);Ethnoreligion;Middle Africa;75;
Jaku;Nigeria;NI;23000;10.2635;10.3203;Labir;Ethnoreligion;Western Africa;75;
Mfinu;Congo, Democratic Republic of the;CG;18500;-4.3426;16.383;Mfinu;Christianity;Middle Africa;75;
Western Teke;Congo;CF;155000;-3.6873;13.3529;Teke-Tsaayi;Christianity;Middle Africa;10;
Ma;Congo, Democratic Republic of the;CG;21500;3.7883;27.947;Ma (Democratic Republic of the Congo);Ethnoreligion;Middle Africa;10;
Kaonde;Congo, Democratic Republic of the;CG;91500;-11.64984;26.0022;Kaonde;Christianity;Middle Africa;10;
Ega;Cote d’Ivoire;IV;4000;5.545;-5.497;Ega;Christianity;Western Africa;75;
Moi;Congo;CF;6200;-1.72413;16.45557;Moi (Congo);Christianity;Middle Africa;75;
Moingi;Congo, Democratic Republic of the;CG;9300;1.20615;23.50345;Moingi;Christianity;Middle Africa;10;
Sarwa;Chad;CD;4800;10.59874;17.03098;Sarua;Ethnoreligion;Middle Africa;10;
Tulishi;Sudan;SU;3000;11.406132;29.119229;Tulishi;Islam;Northern Africa;75;
Togole;Sudan;SU;103000;12.10458;31.271961;Tegali;Islam;Northern Africa;10;
Kwadia;Cote d’Ivoire;IV;1900;5.49671;-6.31915;Kodia;Christianity;Western Africa;75;
Musgu;Chad;CD;74500;10.86982;15.31018;Musgu;Islam;Middle Africa;10;
Miltu;Chad;CD;850;10.23467;17.41261;Miltu;Ethnoreligion;Middle Africa;75;
Mire;Chad;CD;7700;9.4114;16.2953;Mulgi;Ethnoreligion;Middle Africa;75;
Sara Majingai-Ngama;Chad;CD;586000;8.9172;17.551;Sar;Ethnoreligion;Middle Africa;75;
Tobanga;Chad;CD;77000;9.7591;16.2657;Tobanga;Ethnoreligion;Middle Africa;10;
Kaba Demi;Chad;CD;128000;9.1211;18.5031;Kaba Démé, Sara;Ethnoreligion;Middle Africa;10;
Nguete;Chad;CD;33000;9.2687;15.24;Ngete;Ethnoreligion;Middle Africa;10;
Ngama;Chad;CD;133000;8.421113;18.769587;Ngam;Christianity;Middle Africa;75;
Ndam;Chad;CD;22000;9.8122;17.1086;Ndam;Ethnoreligion;Middle Africa;10;
Peve;Chad;CD;77000;9.17253;14.58661;Pévé;Ethnoreligion;Middle Africa;75;
Nzakmbay;Chad;CD;45000;7.70061;15.79235;Nzakambay;Ethnoreligion;Middle Africa;75;
Shibne;Chad;CD;23500;9.65897;16.67839;Soumraye;Ethnoreligion;Middle Africa;10;
Mesme;Chad;CD;38500;9.28888;15.7018;Mesme;Christianity;Middle Africa;75;
Tumak;Chad;CD;80500;9.43747;17.42159;Tumak;Ethnoreligion;Middle Africa;10;
Nielim;Chad;CD;16500;9.70362;17.81346;Niellim;Ethnoreligion;Middle Africa;10;
Mbala;Congo, Democratic Republic of the;CG;1030000;-4.4874;18.2592;Mbala;Christianity;Middle Africa;10;
Makoma;Zambia;ZA;64000;-14.6384;22.2867;Simaa;Ethnoreligion;Eastern Africa;10;
Lobala;Congo, Democratic Republic of the;CG;139000;2.04881;18.36666;Lobala;Ethnoreligion;Middle Africa;10;
Luba-Katanga;Congo, Democratic Republic of the;CG;4375000;-8.9194;26.3926;Luba-Katanga;Christianity;Middle Africa;75;
Mbowe;Zambia;ZA;14000;-14.154;23.3371;Mbowe;Ethnoreligion;Eastern Africa;10;
Kaonde;Zambia;ZA;489000;-13.4627;25.8426;Kaonde;Ethnoreligion;Eastern Africa;75;
Imilangu;Zambia;ZA;31000;-16.2665;22.6829;Simaa;Ethnoreligion;Eastern Africa;10;
Ambo;Angola;AO;918000;-17.3071;15.8477;Oshiwambo;Christianity;Middle Africa;10;
Mbosi;Congo;CF;222000;-1.23019;15.53223;Mbosi;Ethnoreligion;Middle Africa;10;
Simaa;Zambia;ZA;56000;-15.8376;22.4375;Simaa;Ethnoreligion;Eastern Africa;75;
Mwenyi;Zambia;ZA;30000;-14.8288;22.555;Simaa;Ethnoreligion;Eastern Africa;10;
Mpuon;Congo, Democratic Republic of the;CG;852000;-4.9618;19.5802;Mbuun;Christianity;Middle Africa;10;
Northwest Samo;Burkina Faso;UV;309000;13.070909;-3.071079;Samo, Matya;Ethnoreligion;Western Africa;75;
Shatt;Sudan;SU;37500;10.8138;29.7834;Shatt;Islam;Northern Africa;75;
Otoro Nuba;Sudan;SU;60000;11.119913;30.50933;Otoro;Islam;Northern Africa;75;
Miya;Nigeria;NI;69500;10.896;9.828;Vune mi;Ethnoreligion;Western Africa;10;
Chokobo;Nigeria;NI;9900;10.373869;8.812474;Hausa;Islam;Western Africa;10;
Logorif;Sudan;SU;8200;11.17389;29.80533;Logorik;Islam;Northern Africa;0;
Iwaak;Philippines;RP;3400;16.3543;120.8872;I-Wak;Ethnoreligion;South-Eastern Asia;75;
Ibanag;Philippines;RP;614000;17.42014;121.89093;Ibanag;Ethnoreligion;South-Eastern Asia;10;
Inlaod Itneg;Philippines;RP;14500;17.6878;120.6556;Itneg, Inlaud;Christianity;South-Eastern Asia;75;
Chavacano;Philippines;RP;815000;7.11655;122.16942;Chavacano;Christianity;South-Eastern Asia;10;
Western Subanon;Philippines;RP;144000;7.986499;122.664068;Subanon, Western;Ethnoreligion;South-Eastern Asia;75;
Oki-No-Erabu;Japan;JA;18000;27.37384;128.6187;Oki-No-Erabu;Ethnoreligion;Eastern Asia;0;
Ghadames;Tunisia;TS;3400;30.271425;9.579091;Ghadamès;Islam;Northern Africa;0;
Eastern Tawbuid;Philippines;RP;1600;12.89681;121.17652;Bangon;Ethnoreligion;South-Eastern Asia;75;
Paranan;Philippines;RP;17500;17.04111;122.37028;Paranan;Ethnoreligion;South-Eastern Asia;75;
Halang Doan;Laos;LA;2300;15.03;107.4704;Halang Doan;Ethnoreligion;South-Eastern Asia;0;
Insinai;Philippines;RP;10500;16.3707;121.0524;Isinay;Christianity;South-Eastern Asia;75;
Cinamiguin Manobo;Philippines;RP;40500;9.1793;124.72128;Manobo, Kinamiging;Christianity;South-Eastern Asia;75;
Marino;Vanuatu;NH;2500;-14.9876;168.1039;Marino;Christianity;Melanesia;75;
Vinmavis;Vanuatu;NH;1100;-16.22534;167.42689;Neve’ei;Christianity;Melanesia;75;
Uripiv;Vanuatu;NH;12500;-16.07216;167.3945;Uripiv-Wala-Rano-Atchin;Christianity;Melanesia;75;
Nokuku;Vanuatu;NH;450;-14.89743;166.60265;Tanokuku;Christianity;Melanesia;75;
Moruas;Vanuatu;NH;400;-15.34978;166.89055;Morouas;Ethnoreligion;Melanesia;75;
Teqel;Vanuatu;NH;550;-13.5043;167.33244;Lehali;Christianity;Melanesia;75;
Malo;Vanuatu;NH;7100;-15.68351;167.16031;Malo;Christianity;Melanesia;75;
Bieri;Vanuatu;NH;475;-16.78672;168.23249;Bieria;Christianity;Melanesia;75;
Motalava;Vanuatu;NH;3900;-13.65347;167.67252;Mwotlap;Christianity;Melanesia;75;
Sakau;Vanuatu;NH;7100;-15.07565;167.0508;N’kep;Christianity;Melanesia;75;
Valpay;Vanuatu;NH;800;-14.712;166.60553;Tavanlav;Christianity;Melanesia;75;
Central Raga;Vanuatu;NH;14000;-15.85593;168.18897;Apma;Christianity;Melanesia;75;
Vatrata;Vanuatu;NH;1600;-13.817;167.394;Vera’a;Christianity;Melanesia;75;
Savo Islander;Solomon Islands;BP;4600;-9.115;159.83;Savosavo;Christianity;Melanesia;75;
Sa;Vanuatu;NH;4500;-15.95342;168.22772;Sa;Christianity;Melanesia;75;
Ari;Papua New Guinea;PP;225;-7.95526;142.40045;Ari;Christianity;Melanesia;75;
Dengalu;Papua New Guinea;PP;550;-7.19609;146.669556;Patep;Christianity;Melanesia;75;
Maralango;Papua New Guinea;PP;700;-6.963376;146.37012;Kodut, South;Christianity;Melanesia;75;
Lohiki;Papua New Guinea;PP;2000;-7.66067;145.66943;Akoye;Christianity;Melanesia;75;
Male;Papua New Guinea;PP;2000;-5.495666;145.754231;Soq;Christianity;Melanesia;75;
Wom;Papua New Guinea;PP;8700;-3.553866;142.870541;Wom (Papua New Guinea);Christianity;Melanesia;75;
Oganibi;Papua New Guinea;PP;1700;-6.203823;141.904075;Undetermined;Ethnoreligion;Melanesia;75;
Osima Kilmeri;Papua New Guinea;PP;850;-2.904576;141.220564;Kilmeri;Christianity;Melanesia;75;
Kware;Papua New Guinea;PP;1200;-6.66077;142.861786;Kwer;Ethnoreligion;Melanesia;75;
Ngala;Papua New Guinea;PP;375;-4.26628;142.50024;Gala;Ethnoreligion;Melanesia;75;
Mawae;Papua New Guinea;PP;3600;-7.970552;147.445434;Zia;Christianity;Melanesia;75;
Tai;Papua New Guinea;PP;2700;-5.29223;144.65989;Tay;Christianity;Melanesia;75;
Yega;Papua New Guinea;PP;1700;-9.0487;149.2277;Hunjara-Kaina Ke;Christianity;Melanesia;75;
West Angal Heneng;Papua New Guinea;PP;106000;-6.245623;143.462176;Angal Heneng;Christianity;Melanesia;75;
Yongom;Papua New Guinea;PP;13000;-6.46954;141.017567;Yongkom;Christianity;Melanesia;75;
Gimi;Papua New Guinea;PP;78500;-6.42097;145.21416;Gimi (PNG, Eastern Highlands Province);Christianity;Melanesia;75;
Kate;Papua New Guinea;PP;33000;-6.4795;147.75695;Kâte;Christianity;Melanesia;75;
Loko;Papua New Guinea;PP;12500;-6.02464;149.47823;Gimi (PNG, West New Britain Province);Christianity;Melanesia;75;
Tuam;Papua New Guinea;PP;6200;-5.79405;148.01357;Mutu;Christianity;Melanesia;75;
Gele;Papua New Guinea;PP;2000;-2.095747;147.087255;Kele (Papua New Guinea);Christianity;Melanesia;75;
Pasi;Papua New Guinea;PP;800;-3.95195;142.30702;Pasi;Christianity;Melanesia;75;
Wutung;Papua New Guinea;PP;1900;-2.64636;141.10425;Wutung;Christianity;Melanesia;75;
Yubanakor;Papua New Guinea;PP;12500;-3.6791;142.7294;Kwanga;Christianity;Melanesia;75;
Kayan;Papua New Guinea;PP;1100;-4.06543;144.75613;Kayan (Papua New Guinea);Christianity;Melanesia;75;
Maria;Papua New Guinea;PP;3200;-9.92982;148.30311;Maria (Papua New Guinea);Christianity;Melanesia;75;
Mayo;Papua New Guinea;PP;4300;-4.15721;142.57362;Yessan-Mayo;Christianity;Melanesia;75;
Pagi;Papua New Guinea;PP;3800;-2.9098;141.4215;Pagi;Christianity;Melanesia;75;
Kol;Papua New Guinea;PP;11000;-5.21042;151.58274;Kol (Papua New Guinea);Christianity;Melanesia;75;
