UPG;Country;CC;PopulationTotal;Latitude;Longitude;PrimaryLanguage;Religion;Continent;PChrn
Black Thai;China;CH;48000;22.72095;102.85088;Tai Dam;Ethnoreligion;Asia;0
Tigre Quichua;Peru;PE;2000;-3.0295;-75.2945;Quichua, Northern Pastaza;Ethnoreligion;Americas;0
Carijona;Colombia;CO;375;1.1443;-72.0536;Spanish;Ethnoreligion;Americas;0
Trumai;Brazil;BR;100;-11.916667;-53.583333;Portuguese;Ethnoreligion;Americas;0
Carapana;Colombia;CO;450;0.804;-70.696;Carapana;Ethnoreligion;Americas;0
Waimiri-Atroari;Brazil;BR;1100;-1.033333;-61.133333;Waimiri-Atroarí;Ethnoreligion;Americas;0
Camsa;Colombia;CO;4900;1.1793;-76.8872;Camsá;Christianity;Americas;0
Motilón-Barí;Venezuela;VE;2000;9.28923;-72.70843;Barí;Ethnoreligion;Americas;0
Serbs;France;FR;60500;48.851003;2.440567;Serbian;Christianity;Europe;0
Serbs;Bosnia and Herzegovina;BK;961000;44.77517;17.186066;Serbian;Christianity;Europe;0
Pitcairn Islanders;French Polynesia;FP;275;-17.544;-149.564;Pitcairn-Norfolk;Christianity;Oceania;0
Molbog;Malaysia;MY;3400;7.226628;117.065164;Molbog;Islam;Asia;0
Aro;New Caledonia;NC;400;-21.3203;165.1537;Ajië;Christianity;Oceania;0
Ara;New Caledonia;NC;200;-21.28665;165.27269;Ajië;Christianity;Oceania;0
Hezhen;China;CH;6900;48.164211;133.789025;Chinese, Mandarin;Ethnoreligion;Asia;0
Kiput;Malaysia;MY;4100;4.0171;114.3829;Kiput;Islam;Asia;0
Mang;Vietnam;VM;3700;22.414137;103.178669;Mang;Ethnoreligion;Asia;0
Siriano;Colombia;CO;650;1.345;-72.149;Siriano;Ethnoreligion;Americas;0
Amarakaire;Peru;PE;2000;-13.0615;-70.3439;Amarakaeri;Ethnoreligion;Americas;0
Yukpa;Colombia;CO;4200;9.839189;-73.234844;Yukpa;Ethnoreligion;Americas;0
Cabiyari;Colombia;CO;350;-0.2003;-70.9244;Cabiyarí;Ethnoreligion;Americas;0
Balaesan;Indonesia;ID;6400;-0.05644;119.68862;Balaesang;Islam;Asia;0
Gane;Indonesia;ID;5200;-0.42618;127.97604;Gane;Islam;Asia;0
Lola;Indonesia;ID;1000;-6.34188;134.87903;Lola;Islam;Asia;0
Larike-Wakasihu;Indonesia;ID;20500;-3.76522;127.95608;Larike-Wakasihu;Islam;Asia;0
Komfana;Indonesia;ID;450;-5.64348;134.74206;Kompane;Islam;Asia;0
Hitu;Indonesia;ID;26000;-3.57478;128.18639;Hitu;Islam;Asia;0
Komodo;Indonesia;ID;1800;-8.628234;119.437174;Komodo;Islam;Asia;0
Asilulu;Indonesia;ID;14500;-3.67302;127.9523;Asilulu;Islam;Asia;0
Seit-Kaitetu;Indonesia;ID;16500;-3.597;128.039;Seit-Kaitetu;Islam;Asia;0
Tajio;Indonesia;ID;16000;-0.31553;120.00958;Tajio;Islam;Asia;0
Tigre;Eritrea;ER;913000;16.768941;38.26193;Tigré;Islam;Africa;0
Udmurts;Kazakhstan;KZ;12000;51.230499;51.397243;Udmurt;Christianity;Asia;0
Udmurts;Uzbekistan;UZ;4600;41.296207;69.211173;Udmurt;Christianity;Asia;0
Syrian Aramaic;Türkiye;TU;17500;37.38703;41.83382;Turoyo;Christianity;Asia;0
Shinasha;Ethiopia;ET;84500;10.2784;36.2264;Borna;Christianity;Africa;0
Fanda;Sudan;SU;21000;12.052472;29.508583;Arabic, Sudanese;Islam;Africa;0
Mendriq;Malaysia;MY;375;5.01108;102.04727;Minriq;Ethnoreligion;Asia;0
Abai Sungai;Malaysia;MY;1200;5.687364;118.371083;Abai Sungai;Islam;Asia;0
Bati;Indonesia;ID;5500;-3.62;130.848;Bati (Indonesia);Islam;Asia;0
Dampelasa;Indonesia;ID;14000;0.7594;120.2009;Dampelas;Islam;Asia;0
Doya;Bhutan;BT;2400;26.91347;89.30994;Lhokpu;Ethnoreligion;Asia;0
Bonggi;Malaysia;MY;3000;7.181;117.088;Bonggi;Islam;Asia;0
Yapese;Micronesia;FM;12000;9.55811;138.12478;Yapese;Christianity;Oceania;0
Sedang;Laos;LA;1300;14.648634;107.462128;Sedang;Ethnoreligion;Asia;0
Bonerate;Indonesia;ID;15500;-7.37657;121.79239;Bonerate;Islam;Asia;0
Manggarai;Indonesia;ID;647000;-8.55748;120.32889;Manggarai;Christianity;Asia;0
Baras;Indonesia;ID;400;-1.5667;119.34186;Indonesian;Islam;Asia;0
Nagekeo;Indonesia;ID;56500;-8.8704;121.25556;Ke’o;Christianity;Asia;0
Ngada;Indonesia;ID;93000;-8.79508;120.97588;Ngad’a;Christianity;Asia;0
Sikka;Indonesia;ID;268000;-8.67302;122.38007;Sika;Christianity;Asia;0
So'a;Indonesia;ID;14500;-8.6778;121.04764;So’a;Christianity;Asia;0
Ende;Indonesia;ID;131000;-8.70998;121.55456;Ende;Christianity;Asia;0
Buol;Indonesia;ID;130000;0.97727;121.51903;Buol;Islam;Asia;0
Geser Gorom;Indonesia;ID;57500;-3.8016;130.70133;Geser-Gorom;Islam;Asia;0
Lampung Abung;Indonesia;ID;202000;-5.133822;105.30781;Lampung Nyo;Islam;Asia;0
Serbs;Slovenia;SI;53000;46.0555;14.5083;Serbian;Christianity;Europe;0
Khuen;Laos;LA;15000;20.8388;101.29304;Khuen;Ethnoreligion;Asia;0
Nguan;Laos;LA;45000;20.690068;101.08588;Khmu;Ethnoreligion;Asia;0
Temoq;Malaysia;MY;850;3.15875;102.978346;Malay;Ethnoreligion;Asia;0
Puoc;Laos;LA;9900;20.74432;103.83556;Puoc;Ethnoreligion;Asia;0
Laoseng;Laos;LA;11500;15.49282;107.29597;Tareng;Ethnoreligion;Asia;0
Tai Khang;Laos;LA;82000;19.883;104.772;Kang;Ethnoreligion;Asia;0
Eastern Baloch;India;IN;97000;21.29145;70.405464;Urdu;Islam;Asia;0
Aiton;India;IN;4000;26.276314;93.897383;Aiton;Buddhism;Asia;0
Black Tai;United States;US;4400;41.603775;-93.65221;Tai Dam;Ethnoreligion;Americas;0
Saudi Arabs;United Arab Emirates;AE;164000;25.219;55.387;Arabic, Hijazi;Islam;Asia;0
Serbs;Türkiye;TU;5300;41.0145;28.8007;Serbian;Christianity;Asia;0
Shifir;Sudan;SU;36500;11.94975;29.162417;Arabic, Sudanese;Islam;Africa;0
Fezzan Bedouins;Libya;LY;226000;26.592992;12.774994;Arabic, Libyan;Islam;Africa;0
Alehemir;Sudan;SU;2100;10.796194;30.26875;Arabic, Sudanese;Islam;Africa;0
Sanusi Bedouins;Libya;LY;677000;29.029775;21.546419;Arabic, Libyan;Islam;Africa;0
Sirtican Bedouin;Libya;LY;37500;31.1812;16.5602;Arabic, Libyan;Islam;Africa;0
Riyah Bedouin;Libya;LY;37500;30.762924;20.226074;Arabic, Libyan;Islam;Africa;0
Tumbatu;Tanzania;TZ;317000;-5.4172;39.6473;Swahili;Islam;Africa;0
Shirazi;Tanzania;TZ;999000;-6.17023;39.25717;Swahili;Islam;Africa;0
Tamoy;Laos;LA;950;20.67947;101.046752;Lao;Ethnoreligion;Asia;0
Campa;India;IN;7500;32.79;79.002;Ladakhi;Buddhism;Asia;0
Sentinelese;India;IN;60;11.557662;92.267154;Sentinel;Ethnoreligion;Asia;0
Karna Sale;India;IN;3400;10.518465;78.106243;Telugu;Hinduism;Asia;0
Neyyala;India;IN;18500;18.601333;83.547076;Telugu;Hinduism;Asia;0
Paky;India;IN;23000;18.106658;83.395551;Telugu;Hinduism;Asia;0
Western Coastal Nahuatl;Mexico;MX;20000;18.341111;-103.307778;Spanish;Christianity;Americas;0
Verra Musti;India;IN;25500;18.438555;79.128841;Telugu;Hinduism;Asia;0
Gurika;India;IN;220000;17.429461;78.414081;Telugu;Hinduism;Asia;0
Serbs;Canada;CA;37500;43.670473;-79.365893;Serbian;Christianity;Americas;0
Nama;Namibia;WA;144000;-23.9166;18.05;Khoekhoe;Ethnoreligion;Africa;0
Zoe;Brazil;BR;425;-0.198573258544;-55.783453715;Zo’é;Ethnoreligion;Americas;0
Kelenga Bozo;Mali;ML;52000;13.80724;-5.71479;Bozo, Kelengaxo;Islam;Africa;0
Donyiro;Ethiopia;ET;40500;5.349;35.8633;Nyangatom;Christianity;Africa;0
Bondo;India;IN;11500;18.157181;81.967519;Bondo;Hinduism;Asia;0
Chikunda;Mozambique;MZ;84500;-15.62012;30.44728;Kunda;Ethnoreligion;Africa;0
Onge;India;IN;150;10.823253;92.553888;Öñge;Ethnoreligion;Asia;0
Great Andamanese;India;IN;60;12.211728;92.833491;Andaman Hindi Creole;Ethnoreligion;Asia;0
Arakala;India;IN;375;18.106658;83.395551;Telugu;Hinduism;Asia;0
Padigarajulu;India;IN;1000;15.47824;79.624274;Telugu;Hinduism;Asia;0
Runjalavallu;India;IN;250;18.297504;83.985008;Telugu;Hinduism;Asia;0
Ontaris;India;IN;127000;13.614911;79.434639;Telugu;Hinduism;Asia;0
Reddika;India;IN;249000;18.107806;83.397139;Telugu;Hinduism;Asia;0
Nakhasa;India;IN;112000;16.50945;80.653272;Telugu;Hinduism;Asia;0
Nilkanth;India;IN;53000;17.655472;75.908389;Telugu;Hinduism;Asia;0
Waidu;India;IN;18000;17.065917;74.683775;Telugu;Hinduism;Asia;0
Pagativeshagallu;India;IN;475;15.533626;78.006163;Telugu;Hinduism;Asia;0
Pamula;India;IN;12500;14.419593;79.734996;Telugu;Hinduism;Asia;0
Thogataveera Kshatriya;India;IN;3100;15.491848;77.904647;Telugu;Hinduism;Asia;0
Yata;India;IN;131000;18.3;83.9;Telugu;Hinduism;Asia;0
Salivahanam;India;IN;3600;12.693353;79.980622;Telugu;Hinduism;Asia;0
Vipravinodulu;India;IN;1500;16.503739;80.646964;Telugu;Hinduism;Asia;0
Kurakula;India;IN;26500;18.376739;83.860297;Telugu;Hinduism;Asia;0
Yite;India;IN;325;18.103908;83.392219;Telugu;Hinduism;Asia;0
Samayavallu;India;IN;15000;15.47824;79.624274;Telugu;Hinduism;Asia;0
Senapathi;India;IN;10500;18.298389;83.900636;Telugu;Hinduism;Asia;0
Sadhu Chetty;India;IN;40500;14.443094;79.989886;Telugu;Hinduism;Asia;0
Mondiwar;India;IN;650;17.053661;74.676307;Telugu;Hinduism;Asia;0
Atollu;India;IN;250;13.213189;79.101219;Telugu;Hinduism;Asia;0
Karnibhakthulu;India;IN;31500;16.917419;81.339942;Telugu;Hinduism;Asia;0
Jandra;India;IN;17500;15.47824;79.624274;Telugu;Hinduism;Asia;0
Bandollu;India;IN;30000;17.279294;82.396711;Telugu;Hinduism;Asia;0
Jhadi;India;IN;24500;19.4955;80.282481;Telugu;Hinduism;Asia;0
Jakkula;India;IN;2000;16.306633;80.436542;Telugu;Hinduism;Asia;0
Berad;India;IN;250;16.993524;82.24809;Telugu;Hinduism;Asia;0
Gudugudupandi;India;IN;650;11.127133;78.656153;Telugu;Hinduism;Asia;0
Kaikali;India;IN;32500;14.442599;79.986456;Telugu;Hinduism;Asia;0
Cundollu;India;IN;5400;16.480511;80.036775;Telugu;Hinduism;Asia;0
Gandalla;India;IN;26500;14.467354;78.824134;Telugu;Hinduism;Asia;0
Jethi;India;IN;26500;13.462684;79.006241;Telugu;Hinduism;Asia;0
Konda Kammara;India;IN;46000;17.677806;83.209375;Telugu;Hinduism;Asia;0
Tamboli (Telugu);India;IN;40500;13.623478;79.404817;Telugu;Hinduism;Asia;0
Aguru;India;IN;20000;18.396608;83.336189;Telugu;Hinduism;Asia;0
Kommu Dasari;India;IN;10000;16.354319;79.972397;Telugu;Hinduism;Asia;0
Andhra Vaisnawa;India;IN;5200;17.32125;82.040714;Telugu;Hinduism;Asia;0
Jati Pillai;India;IN;4600;11.124075;78.648375;Telugu;Hinduism;Asia;0
Vaikhanasa Brahmans;India;IN;16500;16.709108;81.094456;Telugu;Hinduism;Asia;0
Dammali;India;IN;7700;18.599164;83.862908;Telugu;Hinduism;Asia;0
Brahmin (Andamani);India;IN;600;11.725636;92.654914;Andaman Hindi Creole;Hinduism;Asia;0
Coorgi Andamanese;India;IN;1900;12.820211;92.759954;Andaman Hindi Creole;Hinduism;Asia;0
Ved;India;IN;2700;23.848258;73.712339;Bagri;Hinduism;Asia;0
Eneti Dora;India;IN;8600;18.813014;82.712531;Telugu;Hinduism;Asia;0
Gangireddula;India;IN;20000;17.394372;78.766272;Telugu;Hinduism;Asia;0
Kachi;India;IN;49500;18.10465;78.952597;Telugu;Hinduism;Asia;0
Pariki Muggula;India;IN;6500;17.990811;79.252547;Telugu;Hinduism;Asia;0
Cippollu;India;IN;131000;17.974439;79.919269;Telugu;Hinduism;Asia;0
Bolla;India;IN;244000;17.385044;78.486672;Telugu;Hinduism;Asia;0
Bhatrajulu;India;IN;77000;17.225007;79.13795;Telugu;Hinduism;Asia;0
Lakkamari Kapu;India;IN;56000;17.37;78.48;Telugu;Hinduism;Asia;0
Rajannalu;India;IN;2700;18.58165;79.312597;Telugu;Hinduism;Asia;0
Pambala;India;IN;5100;17.417917;78.403564;Telugu;Hinduism;Asia;0
Jogi (Telugu);India;IN;29500;12.961084;77.582302;Telugu;Hinduism;Asia;0
Mundapotta;India;IN;1600;20.273834;84.083744;Telugu;Hinduism;Asia;0
Medari;India;IN;188000;17.891274;82.690965;Telugu;Hinduism;Asia;0
Dasari;India;IN;266000;15.885953;79.729639;Telugu;Hinduism;Asia;0
Mandula;India;IN;12500;16.65735;80.682792;Telugu;Hinduism;Asia;0
Bhatu (Andamani);India;IN;400;11.623377;92.726483;Andaman Hindi Creole;Hinduism;Asia;0
Jains (Telugu);India;IN;61500;17.496502;78.443577;Telugu;Other;Asia;0
Macaguaje;Colombia;CO;100;1.004883;-75.410109;Siona;Ethnoreligion;Americas;0
Kwaza;Brazil;BR;35;-12.733601;-60.359256;Portuguese;Ethnoreligion;Americas;0
Markande Kanjia;India;IN;5900;21.469764;83.980725;Maithili;Hinduism;Asia;0
Uncontacted of Jatapu;Brazil;BR;50;-1.141872;-58.573682;Waiwai;Ethnoreligion;Americas;0
Goundo;Chad;CD;50;9.546;16.197;Kabalai;Islam;Africa;0
Pam;Cameroon;CM;125;8.35489001382;14.1626637799;Fulfulde, Adamawa;Islam;Africa;0
Rwandese;Uganda;UG;378000;-1.279198;29.728964;Kinyarwanda;Christianity;Africa;0
Upper Pokomo;Kenya;KE;72500;-1.48025;40.05028;Kipfokomu;Islam;Africa;0
Banda;Chad;CD;192000;9.138306;18.393606;Banda, West Central;Ethnoreligion;Africa;0
Mesmes;Ethiopia;ET;26000;7.53825;37.57419;Hadiyya;Christianity;Africa;0
Wadshili;Libya;LY;7500;29.1288;21.2911;Arabic, Libyan;Islam;Africa;0
Sawknah;Libya;LY;7500;29.0669;15.7847;Arabic, Libyan;Islam;Africa;0
Hani;Laos;LA;750;22.40521;102.062363;Hani;Ethnoreligion;Asia;0
Wanetsi;Pakistan;PK;9000;30.1015;67.9383;Waneci;Islam;Asia;0
Tamajaq;Nigeria;NI;39000;13.705455;5.292395;Tamajaq, Tawallammat;Islam;Africa;0
Budakukkala;India;IN;27000;16.1667;81.1333;Telugu;Hinduism;Asia;0
Badi (Marwari);India;IN;19500;23.6732;74.0239;Marwari (India);Hinduism;Asia;0
Mozambicans;United States;US;2400;40.857779;-73.865945;Portuguese;Ethnoreligion;Americas;0
Moghol;Afghanistan;AF;9000;34.129528;62.187896;Dari;Islam;Asia;0
Guinean;Belgium;BE;17500;50.821095;4.354181;French;Islam;Europe;0
Muirin Dargin;Russian Federation;RS;39000;42.6083;47.595;Dargwa;Islam;Europe;0
Ivorians;France;FR;6700;48.822461;2.325314;French;Islam;Europe;0
Achenese;United States;US;400;39.96584;-75.200357;Aceh;Islam;Americas;0
Wambera;Ethiopia;ET;13000;10.454888;36.119798;Borna;Christianity;Africa;0
Khamba;India;IN;500;28.563024;94.610532;Khamba;Buddhism;Asia;0
Guba;Ethiopia;ET;13000;10.455131;36.123776;Borna;Christianity;Africa;0
Warday;Kenya;KE;93500;-2.236907;40.113646;Orma;Islam;Africa;0
Serbs;Chile;CI;4000;-33.480201;-70.657207;Serbian;Unaffiliated;Americas;0
Cali;Laos;LA;22500;16.987838;106.387932;So (Laos);Ethnoreligion;Asia;0
Serbs;Italy;IT;36000;45.516;11.333;Serbian;Christianity;Europe;0
Lelak;Malaysia;MY;550;4.0704;113.8923;Malay;Islam;Asia;0
Katukina-Jutaí;Brazil;BR;600;-7.7657;-72.1918;Portuguese;Ethnoreligion;Americas;0
Emok;Paraguay;PA;1300;-25.195329;-57.725204;Spanish;Ethnoreligion;Americas;0
Sakiriabar;Brazil;BR;150;-12.616386675;-61.7425911957;Portuguese;Ethnoreligion;Americas;0
Guato;Brazil;BR;700;-17.598;-57.713;Portuguese;Ethnoreligion;Americas;0
Sikiana;Brazil;BR;35;2.046452;-55.896181;Portuguese;Ethnoreligion;Americas;0
Kreye;Brazil;BR;30;-5.25;-46.016667;Portuguese;Ethnoreligion;Americas;0
Uru-Pa-In;Brazil;BR;200;-9.911;-63.029;Uru-Pa-In;Ethnoreligion;Americas;0
Yari;Colombia;CO;900;1.2465;-74.2047;Spanish;Ethnoreligion;Americas;0
Saluma;Brazil;BR;300;1.706742;-56.83873;Trió;Ethnoreligion;Americas;0
Enawenê-Nawê;Brazil;BR;550;-12.3202;-59.2516;Enawené-Nawé;Ethnoreligion;Americas;0
Togbo-Vara Banda;South Sudan;OD;2400;7.8718;26.1125;Banda, Togbo-Vara;Islam;Africa;0
Majera;Cameroon;CM;950;11.16614;14.99666;Majera;Ethnoreligion;Africa;0
Jina;Cameroon;CM;2900;11.3967;15.0124;Jina;Islam;Africa;0
Kara;Sudan;SU;3100;9.389292;24.447763;Gula (Central African Republic);Islam;Africa;0
Koke;Chad;CD;1900;10.68288;18.41213;Koke;Ethnoreligion;Africa;0
Osatu;Cameroon;CM;750;6.222;9.771;Osatu;Ethnoreligion;Africa;0
Dumbule;Cameroon;CM;175;4.4984;11.0856;Mbule;Christianity;Africa;0
Carabayo;Colombia;CO;225;-1.8584;-69.789;Carabayo;Ethnoreligion;Americas;0
Hijuk;Cameroon;CM;1000;4.4049;11.0124;Hijuk;Christianity;Africa;0
Eman;Cameroon;CM;2000;6.2529;9.6538;Eman;Christianity;Africa;0
Sokoro;Chad;CD;15500;11.604342;17.41242;Sokoro;Islam;Africa;0
Animpokoimo;Brazil;BR;45;-0.166667;-57.583333;Waiwai;Ethnoreligion;Americas;0
Huachipaire;Peru;PE;2100;-12.838;-71.3632;Huachipaeri;Ethnoreligion;Americas;0
Piraha;Brazil;BR;425;-7.033333;-61.966667;Pirahã;Ethnoreligion;Americas;0
Kaliko;South Sudan;OD;12500;3.712946;30.612637;Keliko;Ethnoreligion;Africa;0
Dimbong;Cameroon;CM;350;4.8544;11.1207;Bafia;Christianity;Africa;0
Katawian;Brazil;BR;500;-0.903553;-58.002493;Waiwai;Christianity;Americas;0
Ntrubo;Ghana;GH;15000;7.86137;0.53353;Delo;Christianity;Africa;0
Miriti-Tapuia;Brazil;BR;125;0.58896;-69.74316;Tucano;Ethnoreligion;Americas;0
Nyengo;Angola;AO;28000;-17.23137;22.47872;Nyengo;Ethnoreligion;Africa;0
Mehinaku;Brazil;BR;250;-12.5;-53.5;Mehináku;Ethnoreligion;Americas;0
Wayoro;Brazil;BR;175;-12.0283;-62.5087;Portuguese;Ethnoreligion;Americas;0
Tora;Brazil;BR;300;-6.25;-61.666667;Portuguese;Ethnoreligion;Americas;0
Waura;Brazil;BR;400;-12.77;-52.927;Waurá;Ethnoreligion;Americas;0
Suruwaha;Brazil;BR;150;-6.833333;-66.333333;Suruahá;Ethnoreligion;Americas;0
Dek;Cameroon;CM;6100;11.01828;14.48328;Dek;Islam;Africa;0
Matlatzinca;Mexico;MX;1000;19.168889;-99.901944;Spanish;Christianity;Americas;0
Vilela;Argentina;AR;550;-27.2103;-63.0352;Spanish;Christianity;Americas;0
Yanacona;Colombia;CO;41500;2.2666;-76.6908;Spanish;Christianity;Americas;0
Khatbune;India;IN;1200;28.601597;77.305159;Punjabi, Eastern;Sikhism;Asia;0
Maghia;India;IN;12000;22.007983;86.4206;Maithili;Hinduism;Asia;0
Sanhai;India;IN;4200;31.6042;76.5699;Chambeali;Hinduism;Asia;0
Sindhollu;India;IN;3600;18.483555;79.128841;Telugu;Hinduism;Asia;0
Sansoi;India;IN;7800;32.099803;76.269101;Kangri;Hinduism;Asia;0
Parenga;India;IN;19500;19.07501;83.97234;Oriya, Adivasi;Ethnoreligion;Asia;0
Katukina of Rio Bia;Brazil;BR;450;-4.938202;-67.732323;Kanamarí;Ethnoreligion;Americas;0
Bangi Me;Mali;ML;2600;14.790269;-3.776061;Bangime;Islam;Africa;0
Konkabay;Guinea;GV;71500;10.663349;-11.777912;Kakabe;Islam;Africa;0
Diahoi;Brazil;BR;100;-7.928576;-62.223347;Tenharim;Ethnoreligion;Americas;0
Neku;New Caledonia;NC;350;-21.6524;165.57757;French;Christianity;Oceania;0
Nyua-Bonde;New Caledonia;NC;2900;-20.6706;164.3935;Yuanga;Christianity;Oceania;0
Vao;Vanuatu;NH;3400;-15.91787;167.27077;Vao;Christianity;Oceania;0
Satawalese;Micronesia;FM;550;7.383;147.034;Satawalese;Christianity;Oceania;0
Namonuito;Micronesia;FM;1100;8.572;149.687;Namonuito;Christianity;Oceania;0
West Uvean;New Caledonia;NC;2700;-20.41454;166.58936;Fagauvea;Christianity;Oceania;0
Luhu;Indonesia;ID;12000;-3.13187;127.96566;Luhu;Islam;Asia;0
Seze;Ethiopia;ET;17000;9.4175;34.6522;Seze;Ethnoreligion;Africa;0
Dobase;Ethiopia;ET;48500;5.760862;37.231682;Mositacha;Islam;Africa;0
Sungor;Chad;CD;71000;13.74064;21.74501;Assangori;Islam;Africa;0
Zenaga;Mauritania;MR;60500;16.81997;-16.17106;Hassaniyya;Islam;Africa;0
Shumashti;Afghanistan;AF;2400;34.745829;70.753463;Shumashti;Islam;Asia;0
Sanglechi;Afghanistan;AF;2200;36.712546;71.579345;Sanglechi;Islam;Asia;0
Munji-Yidgha;Afghanistan;AF;8700;35.93207;70.94044;Munji;Islam;Asia;0
Muli;India;IN;23000;18.57106;84.019651;Telugu;Hinduism;Asia;0
Nagavamsam;India;IN;115000;18.2305;83.625786;Telugu;Hinduism;Asia;0
Vadugan;India;IN;21500;10.846153;76.273364;Telugu;Hinduism;Asia;0
Sadaru;India;IN;16500;13.940281;77.271717;Telugu;Hinduism;Asia;0
Urikkar Naicker;India;IN;4900;10.425281;79.314031;Telugu;Hinduism;Asia;0
Sakunapaksollu;India;IN;6100;16.288628;80.706428;Telugu;Hinduism;Asia;0
Tolakari;India;IN;7500;13.462684;79.006241;Telugu;Hinduism;Asia;0
Noliya;India;IN;4900;19.3568;84.9836;Telugu;Hinduism;Asia;0
Udupula;India;IN;2800;17.358531;82.557702;Telugu;Hinduism;Asia;0
Yatla;India;IN;550;18.296975;83.896781;Telugu;Hinduism;Asia;0
Accukattavandlu;India;IN;12500;16.998786;81.800167;Telugu;Hinduism;Asia;0
Umm Heitan;Sudan;SU;33500;11.5038;30.0603;Koalib;Islam;Africa;0
Tai Leng;Myanmar;BM;100000;21.706125;98.655681;Shan;Buddhism;Asia;0
Hasania;Sudan;SU;1015000;17.6994;33.9936;Arabic, Sudanese;Islam;Africa;0
Agul;Russian Federation;RS;29000;41.782;47.594;Aghul;Islam;Europe;0
Batahin;Sudan;SU;344000;17.112;33.7414;Arabic, Sudanese;Islam;Africa;0
Maalia;Sudan;SU;155000;13.629689;25.347754;Arabic, Sudanese;Islam;Africa;0
Yazeed;Sudan;SU;601000;13.344915;30.07883;Arabic, Sudanese;Islam;Africa;0
Sherifi;Sudan;SU;263000;13.887744;28.683327;Arabic, Sudanese;Islam;Africa;0
Kawahia;Sudan;SU;1370000;13.1953;30.2203;Arabic, Sudanese;Islam;Africa;0
Dar Hamid;Sudan;SU;1060000;14.555791;29.770572;Arabic, Sudanese;Islam;Africa;0
Bederia;Sudan;SU;1325000;13.1884;30.2425;Arabic, Sudanese;Islam;Africa;0
Fezara;Sudan;SU;466000;15.399081;31.289023;Arabic, Sudanese;Islam;Africa;0
Gawamaa;Sudan;SU;1395000;14.139107;25.541013;Arabic, Sudanese;Islam;Africa;0
Guhayna;Sudan;SU;1995000;14.361082;29.307871;Arabic, Sudanese;Islam;Africa;0
Husseinat;Sudan;SU;219000;14.329939;32.23526;Arabic, Sudanese;Islam;Africa;0
Dubasiyin;Sudan;SU;143000;14.937186;23.737246;Arabic, Sudanese;Islam;Africa;0
Kerarish;Sudan;SU;61000;19.393051;30.466575;Arabic, Sudanese;Islam;Africa;0
Rizeiqat;Sudan;SU;566000;14.043763;23.03659;Arabic, Sudanese;Islam;Africa;0
Lahawin;Sudan;SU;251000;13.1511;33.9185;Arabic, Sudanese;Islam;Africa;0
Kineenawi;Sudan;SU;36500;16.699715;33.420548;Arabic, Sudanese;Islam;Africa;0
Rufaa;Sudan;SU;811000;14.764229;33.369994;Arabic, Sudanese;Ethnoreligion;Africa;0
Awlad Hassan;Sudan;SU;171000;15.542924;23.952739;Arabic, Sudanese;Islam;Africa;0
Selim;Sudan;SU;84000;13.952;32.436;Arabic, Sudanese;Islam;Africa;0
Shuweihat;Sudan;SU;141000;12.156282;27.331555;Arabic, Sudanese;Islam;Africa;0
Berti;Sudan;SU;452000;14.762448;25.864171;Arabic, Sudanese;Islam;Africa;0
Liri;Sudan;SU;11000;10.570678;29.657727;Arabic, Sudanese;Islam;Africa;0
Bedouin;Kuwait;KU;4900;28.9538;48.151;Arabic, Gulf;Islam;Asia;0
Mahamid;Chad;CD;28500;13.8337;20.8366;Arabic, Chadian;Islam;Africa;0
Jordanian Arabs;Syria;SY;39500;33.475;36.326;Arabic, Levantine;Islam;Asia;0
Palestinian Arabs;Syria;SY;555000;33.479501;36.2835;Arabic, Levantine;Islam;Asia;0
Marsh Arabs;Iraq;IZ;52500;31.062404;47.053805;Arabic, Mesopotamian;Islam;Asia;0
Mandaeans;Iraq;IZ;35500;30.5103;47.8384;Arabic, Mesopotamian;Ethnoreligion;Asia;0
Akhdam;Yemen;YM;1845000;15.380277;44.229043;Arabic, Ta’izzi-Adeni;Islam;Asia;0
Tai Peung;Laos;LA;1900;19.681037;103.501914;Lao;Ethnoreligion;Asia;0
Bulgeda;Chad;CD;55500;14.123951;15.321201;Dazaga;Islam;Africa;0
Tahanag;Laos;LA;550;15.201382;106.286946;Lao;Ethnoreligion;Asia;0
Tchaho;Laos;LA;475;22.2951;101.7971;Lao;Ethnoreligion;Asia;0
Poumong;Laos;LA;1700;21.387803;101.970249;Lao;Ethnoreligion;Asia;0
Machhiyara;India;IN;190000;22.47;70.07;Kacchi;Islam;Asia;0
Nagbansi;India;IN;31000;23.795653;86.430386;Sadri;Hinduism;Asia;0
Jews;Türkiye;TU;20000;41.03;28.974;Turkish;Judaism;Asia;0
Timbuktu Malian Tamasheq;Niger;NG;15500;14.209869;1.456184;Tamajaq, Tawallammat;Islam;Africa;0
Lawi;Laos;LA;1000;15.27092;106.793375;Lao;Ethnoreligion;Asia;0
Poussang;Laos;LA;3500;21.223521;101.969361;Lao;Ethnoreligion;Asia;0
Guinean;Spain;SP;12500;40.4611;-3.6341;Spanish;Christianity;Europe;0
Muda;China;CH;3100;21.980276;100.854308;Hani;Ethnoreligion;Asia;0
Gandla;India;IN;2000;15.50798;80.050335;Telugu;Hinduism;Asia;0
Banai;India;IN;650;25.56535;90.228114;Assamese;Hinduism;Asia;0
Irika;India;IN;750;20.462521;85.88299;Telugu;Hinduism;Asia;0
